ID,SMILES,act_mean,Type
CHEMBL2295951,CC(C)n1cnc2c(Nc3ccc(-c4cncnc4)cc3)nc(Cl)nc21,3200,0
CHEMBL4071013,OCCN1CCN(c2ccc3ncc(-c4cccc(Cl)c4)n3n2)CC1,510,1
CHEMBL472499,COc1ccccc1/C=C1\C(=O)NN(c2ccc(Cl)c(Cl)c2)C1=O,100000000,0
CHEMBL1898197,Clc1ccc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)cc1Cl,93,1
CHEMBL2386759,NC(=O)c1nc2ccc3ncnc(Nc4ccc(F)cc4Br)c3c2s1,26.2,1
CHEMBL4093104,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C=O)c3)n2n1,79,1
CHEMBL3893495,COC(=O)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,500,1
CHEMBL559608,CC(=O)Nc1nc2nn(-c3ccccc3)c(NC(C)=O)c2cc1C#N,100000000,0
CHEMBL3589667,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(I)c3[nH]c21,22,1
CHEMBL2180864,O=C(Nc1ncccn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL3975006,CCN(CC)CCNC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4)c3c2s1,5500,0
CHEMBL2180868,O=C(Nc1csc(-c2ccncc2)n1)Nc1cccc2c1C1CCCCN1C2=O,2400,0
CHEMBL1410859,c1csc(CNc2ncnc3ccc(-c4ccoc4)cc23)c1,1262,0
CHEMBL4089652,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(SC)c3)n2n1,120,1
CHEMBL2164712,Cc1nccc2c3ccc(OCC4CCCCC4)cc3n(CC3CCCCC3)c12,100000000,0
CHEMBL1077347,N#Cc1c(N)cc2[nH]nc(N)c2c1-c1ccccc1,410,1
CHEMBL3921110,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c(OC)c4)c3c2s1,128.8,1
CHEMBL3884250,COc1cccc2[nH]c3c4ccncc4cc(C#N)c3c12,850,1
CHEMBL3786745,O=C(Nc1cccc(CN2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL4071322,CCOC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,57,1
CHEMBL3785573,O=C(Nc1cccc(CN2CCOCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL3094449,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,342,1
CHEMBL3883580,N#Cc1cc2ncccc2c2[nH]c3ccccc3c12,10000,0
CHEMBL4646866,Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,7,1
CHEMBL4088717,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(N)c3)n2n1,2500,0
CHEMBL3426272,Nc1nccc(-c2cn(S(=O)(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])c3ccc(Br)cc23)n1,530,1
CHEMBL3884015,N#Cc1cc2cnccc2c2[nH]c3ncccc3c12,440,1
CHEMBL3785571,Cc1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,4000,0
CHEMBL270722,Cc1cc(=O)oc2cc3c([N+](=O)[O-])c(O)ccc3cc12,15000,0
CHEMBL1552755,c1nc(NCC2CCCO2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,30,1
CHEMBL3609664,COc1cc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)nc2ccccc12,100000000,0
CHEMBL4075509,CCOC(=O)Nc1ccc2ncc(-c3cccc(Cl)c3)n2n1,420,1
CHEMBL4095674,c1cc(-c2cn(CCCN3CCOCC3)c3cnccc23)ccn1,109,1
CHEMBL2314460,CC(C)[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,100000000,0
CHEMBL1515144,CCN(Cc1cccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,38,1
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,5566.67,0
CHEMBL4084919,CC[C@H](CO)/N=C/c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,50,1
CHEMBL4641839,C[C@H]1CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C[C@@H](C)O1,43.3,1
CHEMBL14285,Cc1nccc2c1[nH]c1cc(O)ccc12,90,1
CHEMBL2180845,O=C(Nc1ccc(O)cn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL4638460,c1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,106,1
CHEMBL469348,COc1ccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OC,100000000,0
CHEMBL2314436,CC(C)[C@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,280,1
CHEMBL2295937,CC(C)C[C@@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,2000,0
CHEMBL3335366,O=C(c1cccc(O)c1)c1ccc2cc(O)ccc2c1,2900,0
CHEMBL3774736,COc1ccc(/C=C2\CCCOC2=O)cc1,1100,0
CHEMBL3883639,COc1ccc2[nH]c3c4ccncc4cc(C#N)c3c2c1,370,1
CHEMBL1396306,COc1cc2ncnc(N(C)Cc3cccs3)c2cc1-c1ccc2c(c1)OCO2,100000000,0
CHEMBL3906791,COC(=N)c1nc2ccc3ncnc(N(C)c4ccc(OC)cc4)c3c2s1,79.85,1
CHEMBL3338892,COc1ccc(Nc2cc(-c3ccco3)n[nH]c2=O)cc1,100000000,0
CHEMBL1396654,Cc1ccsc1CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,35,1
CHEMBL4285678,C[C@]12O[C@H]([C@H](O)[C@H](O)[C@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,4,1
CHEMBL4245507,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,100000000,0
CHEMBL3787584,CCN(CC)Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,100000000,0
CHEMBL215652,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,100000000,0
CHEMBL2392242,c1ncc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,26000,0
CHEMBL3900000,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c([N+](=O)[O-])c4)c3c2s1,123.5,1
CHEMBL4097256,FC(F)(F)c1cccc(/C=C/c2cnc3ccc(Cl)nn23)c1,8900,0
CHEMBL2392233,Clc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,29200,0
CHEMBL2392365,Brc1cc(Br)cc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,40.5,1
CHEMBL3775193,O=C1OCC/C1=C\c1ccc2c(c1)CCCO2,930,1
CHEMBL3219065,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccccn3)c2n1,100000000,0
CHEMBL2180846,Cc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)no1,100000000,0
CHEMBL3219058,COc1ccc2[nH]c(-c3ccccc3O)c(-c3ccncc3)c2n1,230,1
CHEMBL4069124,Cc1cc(-c2ccc3ncc4nnn(C(C)C)c4c3c2)ccn1,404,1
CHEMBL4294049,COc1ccc(C(=O)Nc2cncc(-c3cc(-c4cccnc4)cs3)c2)c(F)c1,37.3,1
CHEMBL3775754,O=C1NC(=S)N/C1=C\c1ccc2ncsc2c1,700,1
CHEMBL3885092,N#C/C(=C\c1ccncc1)c1c[nH]c2ccccc12,100000000,0
CHEMBL470817,COc1ccccc1/C=C1\C(=O)NN(c2ccc(F)cc2)C1=O,100000000,0
CHEMBL3094460,COc1ncc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,9,1
CHEMBL2392222,Fc1cc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)ccc1Cl,14600,0
CHEMBL4072220,COc1ccc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)cc1,100000000,0
CHEMBL3338887,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccc(C(F)(F)F)cc4)c3c2c1,100000000,0
CHEMBL213451,CCNc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,100000000,0
CHEMBL3787512,O=C(Nc1cc(CO)ccn1)Nc1cccc2c1C1CCCCN1C2=O,4600,0
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,100000000,0
CHEMBL2392232,Fc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,32800,0
CHEMBL2295950,CC(C)C[C@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,800,1
CHEMBL3219059,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccncc3)c2n1,700,1
CHEMBL552925,N#Cc1c(N2CCOCC2)nc2[nH]nc(N)c2c1-c1ccccc1,100000000,0
CHEMBL3885335,COc1ccc2[nH]cc(-c3cc4cnccc4cc3NC(C)=O)c2c1,850,1
CHEMBL2392379,COc1cccc(-c2nccc(NCc3ccc(C)cc3)n2)c1,65400,0
CHEMBL2314472,CC[C@@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,1100,0
CHEMBL3884764,COc1ccc2[nH]cc(/C(C#N)=C(\N)c3cccnc3)c2c1,100000000,0
CHEMBL4098505,Fc1cc(-c2c[nH]c3cnccc23)ccn1,69,1
CHEMBL2314440,CC(C)n1c(Nc2cncc(C(C)(C)CO)n2)nc2cncnc21,4000,0
CHEMBL4061526,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(NC(C)=O)c3)n2n1,39,1
CHEMBL1609579,c1cncc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,100000000,0
CHEMBL3338890,COc1ccc(Nc2cc(-c3ccccc3)n[nH]c2=O)cc1,100000000,0
CHEMBL3917542,NC(=O)c1cc(-c2cn3cc(Cl)ccc3n2)ccc1O,8900,0
CHEMBL3983413,COC(=N)c1nc2ccc3ncnc(Nc4ccc5nc[nH]c5c4)c3c2s1,4.44,1
CHEMBL2295946,CC(C)C(O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,3000,0
CHEMBL1904905,Clc1ccc(CNc2nccc(-c3ccc4c(c3)OCCO4)n2)cc1Cl,114,1
CHEMBL2012558,COc1ccc2c3ccnc(C)c3n(CCCN)c2c1,152,1
CHEMBL2392367,Clc1ccc(CNc2nccc(-c3ccc4cn[nH]c4c3)n2)cc1Cl,904.5,1
CHEMBL4082113,COc1ccc2sc(C(=O)N(C)Cc3cccc(F)c3)cc2c1,340,1
CHEMBL3909052,CCOC(=N)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,33.2,1
CHEMBL3883448,COc1ccc2c(-c3ccncc3)c[nH]c2n1,5800,0
CHEMBL4077125,COc1ccc2ncc(-c3ccnc(N)n3)n2n1,1500,0
CHEMBL4060440,Cc1cc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)ccn1,1303,0
CHEMBL2164716,Cc1c2c(cc[n+]1Cc1ccccc1)c1ccc(OCc3ccccc3)cc1n2Cc1ccccc1,21000,0
CHEMBL470632,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1O,100000000,0
CHEMBL4094549,Nc1cc(-c2c[nH]c3c([N+](=O)[O-])cccc23)ccn1,285,1
CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,10000,0
CHEMBL3898860,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)CCO5)c3c2s1,17.48,1
CHEMBL3883813,COc1ccc2cc(-c3ccncc3)[nH]c2n1,100000000,0
CHEMBL4102903,c1cncc(-c2c[nH]c3cnccc23)c1,7957,0
CHEMBL4059498,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc(N5CCN(C)CC5)nc4)cc3c21,100000000,0
CHEMBL4276946,CC(=O)n1nc(C)c(-c2ccc(Cl)c(Cl)c2)c1N,100000000,0
CHEMBL3884031,COc1ccc2c(CC#N)c(-c3ccncc3)[nH]c2n1,7300,0
CHEMBL3964211,N=C(NCCN1CCOCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,5500,0
CHEMBL2314433,CC(C)[C@@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,480,1
CHEMBL2314455,CC(C)[C@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,1000,1
CHEMBL553398,N#Cc1cc2c(N)n[nH]c2nc1N,100000000,0
CHEMBL4104093,CC(=O)c1ccc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)s1,100000000,0
CHEMBL2180853,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL4440790,COc1ccc2c3ccnc(C)c3n(CCCNC(=O)OC(C)(C)C)c2c1,39,1
CHEMBL3609568,O=C(Nc1ccccn1)Nc1cccc2c1[C@@H]1C[C@H](O)CCN1C2=O,34000,0
CHEMBL2386750,COC(=N)c1nc2ccc3ncnc(Nc4cccc(C#N)c4)c3c2s1,42.7,1
CHEMBL4438785,COc1ccc2c3ccnc(C)c3n(CCCCN(C)C(C)=O)c2c1,215,1
CHEMBL3338886,COc1ccc(-c2n[nH]c(=O)c3[nH]c4ccc(OC)cc4c23)cc1,1500,0
CHEMBL552957,N#Cc1c(Cl)nc2[nH]nc(N)c2c1-c1ccccc1,100000000,0
CHEMBL3421968,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,30000,0
CHEMBL3338891,COc1ccc(Nc2cc(-c3ccc(OC)cc3)n[nH]c2=O)cc1,5100,0
CHEMBL3775821,O=C1OCC/C1=C\c1ccc2c(c1)CCO2,960,1
CHEMBL4076663,CC[C@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,2200,0
CHEMBL4078073,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccccc4)cc3c21,100000000,0
CHEMBL3338888,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccco4)c3c2c1,220,1
CHEMBL3940669,NC(=O)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,34.9,1
CHEMBL4284209,CC(C)c1cnn2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@H]3CC[C@H](N)CC3)nc12,120,1
CHEMBL2392231,Clc1cc(Cl)cc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)c1,3280,0
CHEMBL3921647,NC(=O)c1cccc(-c2cn3cc(Cl)ccc3n2)c1,100000000,0
CHEMBL496675,COc1ccc(N2NC(=O)/C(=C\c3cccc(Cl)c3Cl)C2=O)cc1,100000000,0
CHEMBL376505,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,260,1
CHEMBL2180854,O=C(Nc1cc(Br)ccn1)Nc1cccc2c1C1CCCCN1C2=O,7600,0
CHEMBL3787033,Cc1cncc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,100000000,0
CHEMBL539451,CC(=O)Nc1nc2[nH]nc(NC(C)=O)c2cc1C#N,100000000,0
CHEMBL2392246,COc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1,32800,0
CHEMBL485533,COc1ccc(N2NC(=O)/C(=C\c3ccc(O)c(OC)c3)C2=O)cc1,1200,0
CHEMBL511962,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)cc1,2500,0
CHEMBL3219062,COc1ccc2[nH]c(-c3ccc4cc(O)ccc4c3)c(-c3ccncc3)c2n1,840,1
CHEMBL2180867,Cc1nc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cs1,100000000,0
CHEMBL4287985,c1cncc(-c2cc(-c3cncs3)cs2)c1,43,1
CHEMBL3982462,COC(=N)c1nc2ccc3ncnc(Nc4ccc(N5CCCC5)cc4)c3c2s1,54.84,1
CHEMBL4084605,Oc1ccc(-c2cnc3[nH]cc(-c4ccc5[nH]ccc5c4)c3c2)cc1,169,1
CHEMBL1591577,CN(Cc1cccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,31,1
CHEMBL3102933,Oc1ccc(-c2cc3c(-c4ccccc4)c[nH]c3cn2)cc1,27400,0
CHEMBL2392363,Clc1ccc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)cc1,260,1
CHEMBL3912662,NC(=O)c1cc(-c2cn3cc(-c4ccc([N+](=O)[O-])cc4)ccc3n2)ccc1O,100000000,0
CHEMBL373937,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,2100,0
CHEMBL3785804,COCc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,100000000,0
CHEMBL565286,O=C1OC(/C=C/c2ccccc2)=N/C1=C\c1cccnc1,100000000,0
CHEMBL4067143,Cc1cc(-c2ccc3ncc4nnn([C@H](C)c5ccccc5)c4c3c2)ccn1,245,1
CHEMBL1473127,Cc1ccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)o1,93,1
CHEMBL3609567,O=C1CCN2C(=O)c3cccc(NC(=O)Nc4ccccn4)c3C2C1,25000,0
CHEMBL3289600,O=C(/C=C/c1cccc2c3c([nH]c12)-c1cccnc1NC(=O)C3)Nc1ccccc1,100000000,0
CHEMBL1877990,c1cncc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,23.5,1
CHEMBL360866,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,186,1
CHEMBL4634634,C[C@@H]1C[C@H]1C(=O)N1CCN(c2cnc(C#N)c(-c3cnn(C)c3)n2)C[C@H]1C,100000000,0
CHEMBL4079878,Cc1cc(-c2ccc3ncc4nnn(C)c4c3c2)ccn1,420,1
CHEMBL4078893,FC(F)(F)CNc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2ccoc12,100000000,0
CHEMBL3775393,O=C1NC(=S)S/C1=C\c1ccc2ncsc2c1,1070,0
CHEMBL4061394,Clc1cccc(-c2cnc3ccc(Cl)nn23)c1,1400,0
CHEMBL408982,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,617.17,1
CHEMBL1933803,COc1ccc2c(Cl)c(C(=O)N(C)Cc3ccccc3)sc2c1,6390,0
CHEMBL3133771,Cc1noc(C)c1Cn1cc(-c2ccnc(N)n2)c2cc(Br)ccc21,1800,0
CHEMBL3774830,O=C1NC(=S)S/C1=C\c1ccc2c(c1)CCO2,100,1
CHEMBL4638292,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(C(=O)O)CC1,100,1
CHEMBL1770624,CCNCc1ccc(-c2ccc3ncnc(NCC(C)(C)C)c3c2)o1,594,1
CHEMBL485532,COc1ccc(N2NC(=O)/C(=C\c3ccc(OC)c(O)c3)C2=O)cc1,100000000,0
CHEMBL3609674,Cc1cnc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)cn1,100000000,0
CHEMBL1397614,CN(Cc1ncc[nH]1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,922,1
CHEMBL3883541,N#Cc1cc2ccccc2c2[nH]c3ccccc3c12,2300,0
CHEMBL188434,CCn1c(-c2nonc2N)nc2cncc(CNC3CCNCC3)c21,4900,0
CHEMBL2392228,Clc1ccc(CNc2ncncc2-c2ccc3c(c2)OCO3)cc1Cl,3787,0
CHEMBL3335351,O=C(c1cccc(O)c1)c1cc2cc(O)ccc2o1,3100,0
CHEMBL3609564,O=C(Nc1ccccn1)Nc1cccc2c1C1CC3(CCN1C2=O)OCCO3,80000,0
CHEMBL2180870,Cn1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,100000000,0
CHEMBL3884583,COc1ccc2c(c1)[nH]c1c3c(OC)cncc3cc(C(N)=O)c21,3300,0
CHEMBL3589669,CCOc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,2000,0
CHEMBL4079343,CC[C@@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,2100,0
CHEMBL4077159,O/N=C/c1cccc(-c2cnc3ccc(Cl)nn23)c1,78,1
CHEMBL1705549,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)n1,70,1
CHEMBL2234214,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccccc1,100000000,0
CHEMBL3609669,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4ncccc4C)c3[C@@H]2C1,100000000,0
CHEMBL4094600,Cc1cc(-c2ccc3ncc4nnn([C@@H](C)c5ccccc5)c4c3c2)ccn1,177,1
CHEMBL4175006,COc1ccc2c(c1)[nH]c1c(N3CCCC3)nccc12,264,1
CHEMBL4550946,COC(=O)C(C)(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,13,1
CHEMBL2314448,CC[C@@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,270,1
CHEMBL4277878,COc1cc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3C)c(=O)[nH]c2cc1OC,59,1
CHEMBL1902528,c1cncc(CNc2nccc(-c3ccc4[nH]ncc4c3)n2)c1,105.5,1
CHEMBL3609745,O=C(Nc1cccc(Br)n1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,8700,0
CHEMBL4282366,O=C(Cc1ccccc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,14.9,1
CHEMBL3297831,Cn1c2c(O)cccc2c(=O)c2c3occc3c3c(c21)C=CC(C)(C)O3,5700,0
CHEMBL3289596,O=C1Cc2c([nH]c3c(/C=C/C(=O)c4ccccc4)cccc23)-c2cccnc2N1,100000000,0
CHEMBL2392223,Fc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cc1F,23200,0
CHEMBL4281810,CCn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,29.7,1
CHEMBL3335357,Cc1cc(C(=O)c2cc3cc(O)ccc3s2)ccc1O,11000,0
CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,100000000,0
CHEMBL3335363,CC(=O)c1cc2cc(O)ccc2s1,200,1
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,4700,0
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,100000000,0
CHEMBL3884821,COc1ccc2c(c1)[nH]c1c3c(OC)cncc3cc(C#N)c21,18,1
CHEMBL2089033,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N[C@@H]3CCC[C@H](O)[C@@H]3O)nc21,890,1
CHEMBL3884086,N#C/C(=C\c1cccnc1)c1c[nH]c2ccc(F)cc12,1800,0
CHEMBL4641631,O=C(Nc1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1)NC1CC1,17.1,1
CHEMBL1872011,c1cncc(CNc2ccnc(-c3ccc4cn[nH]c4c3)n2)c1,1752,0
CHEMBL2392375,Clc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1Cl,41200,0
CHEMBL3094437,NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CC5CCC(C4)O5)nc3[nH]c2=O)c1)c1ccccc1,5,1
CHEMBL1232500,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,240,1
CHEMBL2089034,CC(C)n1cnc2c(NCc3ccc(-c4ccccn4)cc3)nc(N3C[C@H](O)C[C@H]3CO)nc21,1600,0
CHEMBL2314453,CC(C)n1c(C(CO)CO)nc2c(Nc3ccncn3)ncnc21,5800,0
CHEMBL3883820,N#Cc1cc2ccncc2c2[nH]c3ccccc3c12,370,1
CHEMBL564921,N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1,11000,0
CHEMBL2180863,O=C(Nc1cnccn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL3985735,COc1cc(-c2cn3cc(Cl)ccc3n2)cc(OC)c1OC,100000000,0
CHEMBL3787093,COC(=O)c1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,5100,0
CHEMBL1436585,c1nc(NCC2CCOC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,93,1
CHEMBL92361,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,8000,0
CHEMBL3589658,O=C(O)c1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,100000000,0
CHEMBL3133776,COCCn1cc(-c2ccnc(N)n2)c2cc(Br)ccc21,1300,0
CHEMBL3885267,N#Cc1cc2cccnc2c2[nH]c3ccccc3c12,100000000,0
CHEMBL1933801,CC(C)(CC(=O)Nc1sc2c(c1C(=O)O)CCC2)NC(=O)Cc1sc2c(c1C(=O)O)CCC2,88130,0
CHEMBL3094454,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,8,1
CHEMBL4071234,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc([S+](C)O)n3)n2n1,4400,0
CHEMBL562734,CC(=O)n1nc(N)c2c(-c3ccccc3)c(C#N)c(N)nc21,100000000,0
CHEMBL2392355,COc1cccc(-c2ncccn2)c1,26000,0
CHEMBL4539999,COc1ccc2c3ccnc(C)c3n(CCCC(=O)O)c2c1,950,1
CHEMBL2392361,COc1cccc(-c2ccnc(NCc3ccc(Cl)cc3)n2)c1,6845.5,0
CHEMBL3094462,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,12,1
CHEMBL566687,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCCO5)cc23)c1,180,1
CHEMBL2386751,COC(=N)c1nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2s1,13.64,1
CHEMBL3609660,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4cccc(C)n4)c3[C@@H]2C1,100000000,0
CHEMBL3193172,O=C1OCC/C1=C\c1ccc2c(c1)OCO2,600,1
CHEMBL3978290,COc1ccc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc1OC,5500,0
CHEMBL3589673,COc1ccc2nc(C(=O)O)c3c4cccc(Cl)c4[nH]c3c2c1,39,1
CHEMBL3094442,COC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,97,1
CHEMBL3919084,N=C(NCCN1CCCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,5500,0
CHEMBL3589665,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,23,1
CHEMBL2392392,COc1ccc(CNc2ccnc(-c3cccc(OC)c3)n2)cc1,26000,0
CHEMBL2180866,O=C(Nc1cscn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
