Molecule ChEMBL ID,Smiles,Molecular Weight,act_mean
CHEMBL4649473,CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,405.5,11.6
CHEMBL469346,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1Cl,367.62,20000
CHEMBL469770,COc1ccc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)cc1O,328.3,30000
CHEMBL469776,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(Cl)cc1,367.62,20000
CHEMBL470631,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(F)c(F)c1,369.15,5000
CHEMBL470851,COc1ccccc1/C=C1\C(=O)NN(c2ccc(C#N)cc2)C1=O,319.32,40000
CHEMBL472491,COc1cc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)ccc1O,328.3,2500
CHEMBL48082,Nc1nccc(-c2c[nH]c3ccccc23)n1,210.24,588
CHEMBL485053,CN1C(=O)/C(=C/c2ccc3c(c2)OCO3)N=C1N,245.24,775
CHEMBL485533,COc1ccc(N2NC(=O)/C(=C\c3ccc(O)c(OC)c3)C2=O)cc1,340.34,1200
CHEMBL495696,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,313.32,5
CHEMBL498718,COc1cc(/C=C2\C(=O)NN(c3ccc(C#N)cc3)C2=O)ccc1O,335.32,600
CHEMBL511636,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)c([N+](=O)[O-])c1,394.17,600
CHEMBL511962,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)cc1,349.17,2500
CHEMBL512149,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cccc(Cl)c1Cl,402.06,15000
CHEMBL512658,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1,393.23,20000
CHEMBL564921,N#Cc1c(N)nc2[nH]nc(N)c2c1-c1ccccc1,250.26,11000
CHEMBL565654,COc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,347.44,5697
CHEMBL566062,c1coc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,307.38,3480
CHEMBL566687,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCCO5)cc23)c1,375.45,180
CHEMBL566900,c1nc(NCc2ccoc2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,345.36,126
CHEMBL567331,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,361.43,44.5
CHEMBL568150,O=C1NC(=O)/C(=C/c2ccc3nccnc3c2)S1,257.27,815
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,425.52,440
CHEMBL86771,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,238.25,3600
CHEMBL92361,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,292.29,8000
CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,392.15,71
CHEMBL379929,CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3)cn12,304.35,100000000
CHEMBL3338887,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccc(C(F)(F)F)cc4)c3c2c1,359.31,100000000
CHEMBL552957,N#Cc1c(Cl)nc2[nH]nc(N)c2c1-c1ccccc1,269.69,100000000
CHEMBL559608,CC(=O)Nc1nc2nn(-c3ccccc3)c(NC(C)=O)c2cc1C#N,334.34,100000000
CHEMBL562396,Cn1nc(N)c2cc(C#N)c(N)nc21,188.19,100000000
CHEMBL3609565,O=C(Nc1ccccn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,412.54,100000000
CHEMBL3609746,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,491.44,100000000
CHEMBL1242973,COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,424.45,100000000
CHEMBL3092861,NCCOCCOCCO,149.19,100000000
CHEMBL3609659,Cc1cccc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)n1,426.57,100000000
CHEMBL3609667,COc1cc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](O)CCN2C3=O)nc2ccccc12,418.45,100000000
CHEMBL3609669,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4ncccc4C)c3[C@@H]2C1,366.42,100000000
CHEMBL3338889,COc1ccc(Nc2cc(C)n[nH]c2=O)cc1,231.25,100000000
CHEMBL3094443,COC(=O)c1ccc(Cl)c(C(=O)Nc2cc3cnc(OC)nc3[nH]c2=O)c1,388.77,100000000
CHEMBL2180859,O=C(Nc1cccc(N2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,405.5,100000000
CHEMBL2314463,CC[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,342.41,100000000
CHEMBL2314460,CC(C)[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,356.43,100000000
CHEMBL3787292,O=C(Nc1cc(CF)ccn1)Nc1cccc2c1C1CCCCN1C2=O,354.39,100000000
CHEMBL2180853,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CCCCN1C2=O,401.26,100000000
CHEMBL513188,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1F,351.16,100000000
CHEMBL509892,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1c(Cl)cccc1Cl,402.06,100000000
CHEMBL523580,COc1ccc(N2NC(=O)/C(=C\c3ccccc3F)C2=O)cc1,312.3,100000000
CHEMBL519700,COc1ccc(N2NC(=O)/C(=C\c3cc(OC)c(O)c(OC)c3)C2=O)cc1,370.36,100000000
CHEMBL2180849,O=C(Nc1cc2ccccc2cn1)Nc1cccc2c1C1CCCCN1C2=O,372.43,100000000
CHEMBL2180848,O=C(Nc1nc2ccccc2s1)Nc1cccc2c1C1CCCCN1C2=O,378.46,100000000
CHEMBL2180869,O=C(Nc1cc[nH]n1)Nc1cccc2c1C1CCCCN1C2=O,311.35,100000000
CHEMBL2180862,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCCN1C2=O,322.37,100000000
CHEMBL2180847,O=C(Nc1cc(-c2ccccc2)on1)Nc1cccc2c1C1CCCCN1C2=O,388.43,100000000
CHEMBL2180846,Cc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)no1,326.36,100000000
CHEMBL4102344,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(Br)cc3c21,371.21,100000000
CHEMBL215652,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,356.79,100000000
CHEMBL552925,N#Cc1c(N2CCOCC2)nc2[nH]nc(N)c2c1-c1ccccc1,320.36,100000000
CHEMBL549301,CC(=O)Nc1nn(C)c2nc(N)c(C#N)c(-c3ccccc3)c12,306.33,100000000
CHEMBL562397,CC(=O)Nc1nn(C)c2nc(N)c(C#N)cc12,230.23,100000000
CHEMBL2180865,O=C(Nc1ccncn1)Nc1cccc2c1C1CCCCN1C2=O,323.36,100000000
CHEMBL4086182,Cc1noc(C)c1-c1ccc2ncc3nnn([C@@H](C)c4ccc(F)cc4)c3c2c1,387.42,100000000
CHEMBL4104093,CC(=O)c1ccc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)s1,416.48,100000000
CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,302.19,100000000
CHEMBL469775,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1,333.17,100000000
CHEMBL469777,COc1ccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1,363.2,100000000
CHEMBL511841,COc1cccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)c1,363.2,100000000
CHEMBL472499,COc1ccccc1/C=C1\C(=O)NN(c2ccc(Cl)c(Cl)c2)C1=O,363.2,100000000
CHEMBL484166,COc1ccc(N2NC(=O)/C(=C\c3cc(OC)cc(OC)c3)C2=O)cc1,354.36,100000000
CHEMBL485532,COc1ccc(N2NC(=O)/C(=C\c3ccc(OC)c(O)c3)C2=O)cc1,340.34,100000000
CHEMBL213423,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,358.32,100000000
CHEMBL3785596,CN1CCN(Cc2cccc(NC(=O)Nc3cccc4c3C3CCCCN3C4=O)n2)CC1,434.54,100000000
CHEMBL3893635,Nc1ccc(-c2cn3cc(Cl)ccc3n2)cc1Br,322.59,100000000
CHEMBL470817,COc1ccccc1/C=C1\C(=O)NN(c2ccc(F)cc2)C1=O,312.3,100000000
CHEMBL565286,O=C1OC(/C=C/c2ccccc2)=N/C1=C\c1cccnc1,276.3,100000000
CHEMBL553398,N#Cc1cc2c(N)n[nH]c2nc1N,174.17,100000000
CHEMBL539451,CC(=O)Nc1nc2[nH]nc(NC(C)=O)c2cc1C#N,258.24,100000000
CHEMBL469570,COc1ccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)c(OC)c1,393.23,100000000
CHEMBL470632,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1O,409.23,100000000
CHEMBL4245507,O=C(Cc1cccc(OCCCN2CCNCC2)c1)Nc1nc(-c2ccncc2)cs1,437.57,100000000
CHEMBL2180857,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1nc(Cl)c(Cl)c(Cl)c1Cl,460.15,100000000
CHEMBL2180867,Cc1nc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cs1,342.42,100000000
CHEMBL3902603,COc1ccc(-c2cn3cc(Cl)ccc3n2)cc1,258.71,100000000
CHEMBL3930589,Oc1ccc(-c2cn3cc(Cl)ccc3n2)cc1,244.68,100000000
CHEMBL3921647,NC(=O)c1cccc(-c2cn3cc(Cl)ccc3n2)c1,271.71,100000000
CHEMBL3884113,Nc1nc2ccccc2c2cc3cnccc3cc12,245.28,100000000
CHEMBL2234269,O=c1[nH]cnc2c(-c3ccccc3)n[nH]c12,212.21,100000000
CHEMBL4167484,COc1ccc(N)cc1-c1cnc(N)c(C(=O)c2cccnc2)n1,321.34,100000000
CHEMBL2234213,CCOc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1nc2ncccc2c(=O)[nH]1,491.57,100000000
CHEMBL2234220,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N,265.7,100000000
CHEMBL2234219,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1/N=N/c1ccccc1,354.8,100000000
CHEMBL2234215,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccc(Cl)cc1,358.78,100000000
CHEMBL4080844,CC[C@@H](CO)Nc1ccc2ncc(/C=C/c3cccc(C(F)(F)F)c3)n2n1,376.38,100000000
CHEMBL4083948,CCOC(=O)Nc1ccc2ncc(-c3cccnc3)n2n1,283.29,100000000
CHEMBL3609673,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4ccn(C)n4)c3[C@@H]2C1,355.4,100000000
CHEMBL3884027,N#C/C(=C\c1ccccc1)c1c[nH]c2ccccc12,244.3,100000000
CHEMBL4078893,FC(F)(F)CNc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2ccoc12,427.81,100000000
CHEMBL2164712,Cc1nccc2c3ccc(OCC4CCCCC4)cc3n(CC3CCCCC3)c12,390.57,100000000
CHEMBL470411,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cc(O)cc(O)c1,365.17,100000000
CHEMBL484334,COc1ccc(N2NC(=O)/C(=C\c3cc(O)cc(O)c3)C2=O)cc1,326.31,100000000
CHEMBL2234211,O=c1[nH]cnc2c(-c3ccc(Br)cc3)n[nH]c12,291.11,100000000
CHEMBL4059498,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc(N5CCN(C)CC5)nc4)cc3c21,467.55,100000000
CHEMBL2314458,CC(C)n1cnc2c(Nc3ccncn3)nc(Cl)nc21,289.73,100000000
CHEMBL2314462,CC(C)n1cnc2c(Nc3ncccn3)nc(Cl)nc21,289.73,100000000
CHEMBL496675,COc1ccc(N2NC(=O)/C(=C\c3cccc(Cl)c3Cl)C2=O)cc1,363.2,100000000
CHEMBL469347,COc1ccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1O,379.2,100000000
CHEMBL496665,COc1ccc(N2NC(=O)/C(=C\c3ccccc3OC)C2=O)cc1,324.34,100000000
CHEMBL214198,CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,339.35,100000000
CHEMBL3609663,COc1cc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)OCCO4)nc2ccccc12,460.49,100000000
CHEMBL3219063,COc1ccc2[nH]c(-c3cc(O)cc(O)c3)c(-c3ccncc3)c2n1,333.35,100000000
CHEMBL552134,Cn1nc(N)c2c(-c3ccccc3)c(C#N)c(N)nc21,264.29,100000000
CHEMBL460464,COC(=O)[C@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(OS(=O)(=O)O)=C1c1ccc(O)cc1,504.51,100000000
CHEMBL3297830,Cn1c2c(O)cccc2c(=O)c2c3c(c4c(c21)C=CC(C)(C)O4)C=C(O)C(C)(C)O3,405.45,100000000
CHEMBL3884764,COc1ccc2[nH]cc(/C(C#N)=C(\N)c3cccnc3)c2c1,290.33,100000000
CHEMBL3911609,COc1cc(OC)cc(-c2cn3cc(Cl)ccc3n2)c1,288.73,100000000
CHEMBL3936539,NC(=O)c1cc(-c2cn3cc(I)ccc3n2)ccc1O,379.16,100000000
CHEMBL213451,CCNc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,323.33,100000000
CHEMBL4072220,COc1ccc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)cc1,398.44,100000000
CHEMBL212968,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,372.35,100000000
CHEMBL3609744,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4cc(C)ccn4)c3[C@@H]2C1,366.42,100000000
CHEMBL3092860,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccccc1,263.3,100000000
CHEMBL3609665,COc1cc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](OC)CCN2C3=O)nc2ccccc12,432.48,100000000
CHEMBL3609674,Cc1cnc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)cn1,427.56,100000000
CHEMBL3787584,CCN(CC)Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,407.52,100000000
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,467.46,100000000
CHEMBL3883943,COc1cncc(/C=C(\C#N)c2c[nH]c3ccc(OC)cc23)c1,305.34,100000000
CHEMBL3883356,N#C/C(=C/c1cccnc1)c1c[nH]c2ccccc12,245.29,100000000
CHEMBL3786657,COC(=O)c1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,380.4,100000000
CHEMBL212382,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,354.36,100000000
CHEMBL513717,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1[N+](=O)[O-],378.17,100000000
CHEMBL498719,COc1ccc(/C=C2\C(=O)NN(c3ccc(C#N)cc3)C2=O)cc1O,335.32,100000000
CHEMBL3609654,O=C(Nc1cnccn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,413.53,100000000
CHEMBL3219065,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccccn3)c2n1,317.35,100000000
CHEMBL4476426,COc1cc(Br)cc2[nH]cc(-c3cnc(-c4cc(Br)c[nH]4)o3)c12,437.09,100000000
CHEMBL4446434,COc1cc(Br)cc2[nH]cc(-c3cnc(-c4ccc[nH]4)o3)c12,358.2,100000000
CHEMBL1513850,COc1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)cc1OC,377.47,100000000
CHEMBL3884241,N#C/C(=C\c1ccccn1)c1c[nH]c2ccccc12,245.28,100000000
CHEMBL3609668,Cc1cccnc1NC(=O)Nc1cccc2c1C1CC3(CCN1C2=O)OCCO3,394.43,100000000
CHEMBL2180843,O=C(Nc1ccc(-c2ccccc2)cn1)Nc1cccc2c1C1CCCCN1C2=O,398.47,100000000
CHEMBL2180863,O=C(Nc1cnccn1)Nc1cccc2c1C1CCCCN1C2=O,323.36,100000000
CHEMBL2180861,O=C(Nc1ccccc1)Nc1cccc2c1C1CCCCN1C2=O,321.38,100000000
CHEMBL2180860,O=C(Nc1cccc2c1C1CCCCN1C2=O)NC1CCCCC1,327.43,100000000
CHEMBL465047,COC(=O)[C@]1(Cc2ccc(OS(=O)(=O)O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,504.51,100000000
CHEMBL3785795,COc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc2ccccc12,402.45,100000000
CHEMBL3785575,Cc1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc1,336.4,100000000
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,587.71,100000000
CHEMBL3939584,COc1cccc(-c2cn3cc(Cl)ccc3n2)c1,258.71,100000000
CHEMBL3883813,COc1ccc2cc(-c3ccncc3)[nH]c2n1,225.25,100000000
CHEMBL3589659,O=C(O)c1nc2ccc(I)cc2c2[nH]c3ccc(Cl)cc3c12,422.61,100000000
CHEMBL3289600,O=C(/C=C/c1cccc2c3c([nH]c12)-c1cccnc1NC(=O)C3)Nc1ccccc1,394.43,100000000
CHEMBL3787480,Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,336.4,100000000
CHEMBL469348,COc1ccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OC,393.23,100000000
CHEMBL2234268,CCOC(=O)c1[nH]nc(-c2ccc(Br)cc2)c1N,310.15,100000000
CHEMBL2234217,O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O,371.19,100000000
CHEMBL4576555,CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Nc3cn4cc(-c5cc(C(C)(C)C)cc(C(C)(C)C)c5)ccc4n3)cc2)CC1,593.82,100000000
CHEMBL3786332,O=C(Nc1cccc(CO)n1)Nc1cccc2c1C1CCCCN1C2=O,352.39,100000000
CHEMBL557120,N#Cc1cc2c(N)n(-c3ccccc3)nc2nc1N,250.26,100000000
CHEMBL4555884,COc1cc(Br)cc2[nH]cc(-c3oc(-c4ccc[nH]4)nc3I)c12,484.09,100000000
CHEMBL3885482,N#Cc1cc2ccccn2c2nc3ccccc3c1-2,243.27,100000000
CHEMBL4085242,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4cccnc4)cc3c21,369.4,100000000
CHEMBL4069365,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,421.38,100000000
CHEMBL562734,CC(=O)n1nc(N)c2c(-c3ccccc3)c(C#N)c(N)nc21,292.3,100000000
CHEMBL2180845,O=C(Nc1ccc(O)cn1)Nc1cccc2c1C1CCCCN1C2=O,338.37,100000000
CHEMBL2180850,O=C(Nc1ccc2cccc(O)c2n1)Nc1cccc2c1C1CCCCN1C2=O,388.43,100000000
CHEMBL2180870,Cn1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,325.37,100000000
CHEMBL2180864,O=C(Nc1ncccn1)Nc1cccc2c1C1CCCCN1C2=O,323.36,100000000
CHEMBL1433941,Cc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,331.44,100000000
CHEMBL3786745,O=C(Nc1cccc(CN2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,419.53,100000000
CHEMBL3787061,O=C(Nc1cccc(CN2CCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,405.5,100000000
CHEMBL2295959,CC(C)n1cnc2c(Nc3cccc(-c4ncccn4)c3)nc(Cl)nc21,365.83,100000000
CHEMBL3589655,O=C(O)c1nc2ccccc2c2[nH]c3ccc(C(F)(F)F)cc3c12,330.26,100000000
CHEMBL1397997,Cn1ncc2ccc(-c3ccc4ncnc(NCc5cccs5)c4c3)cc21,371.47,100000000
CHEMBL1724489,Cc1ccc(CNc2ncnc3ccc(-c4ccc(C(=O)O)o4)cc23)o1,349.35,100000000
CHEMBL571292,COc1ccc(/C=C2\CC(=O)NC2=O)cc1,217.22,100000000
CHEMBL2234216,O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O,292.3,100000000
CHEMBL4101671,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc(C#N)cc4)cc3c21,393.43,100000000
CHEMBL4074986,Cc1cc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)ccc1F,400.43,100000000
CHEMBL3589658,O=C(O)c1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,306.28,100000000
CHEMBL3985735,COc1cc(-c2cn3cc(Cl)ccc3n2)cc(OC)c1OC,318.76,100000000
CHEMBL2234214,CCOC(=O)C(=O)/C(=N\Nc1ccccc1)C(=O)c1ccccc1,324.34,100000000
CHEMBL1495595,Clc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,351.86,100000000
CHEMBL3957926,COc1ccc(-c2cn3cc(Cl)ccc3n2)cc1O,274.71,100000000
CHEMBL3885092,N#C/C(=C\c1ccncc1)c1c[nH]c2ccccc12,245.28,100000000
CHEMBL2234212,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1,416.46,100000000
CHEMBL4091127,COc1ccc2ncc(/C=C/c3cccc(C(F)(F)F)c3)n2n1,319.29,100000000
CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,366.24,100000000
CHEMBL2180866,O=C(Nc1cscn1)Nc1cccc2c1C1CCCCN1C2=O,328.4,100000000
CHEMBL3609655,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4cnccn4)c3[C@@H]2C1,353.38,100000000
CHEMBL3609664,COc1cc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)nc2ccccc12,492.63,100000000
CHEMBL3609675,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4cnc(C)cn4)c3[C@@H]2C1,367.41,100000000
CHEMBL2234218,CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1,338.34,100000000
CHEMBL3219064,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3cccnc3)c2n1,317.35,100000000
CHEMBL4097535,O=C(Nc1cccc(O)c1)c1c[nH]c2ncc(-c3ccc(O)cc3)cc12,345.36,100000000
CHEMBL496666,COc1ccc(N2NC(=O)/C(=C\c3cccc(OC)c3)C2=O)cc1,324.34,100000000
CHEMBL552418,COc1nc(NNC(C)=O)c(C#N)c(-c2ccccc2)c1C#N,307.31,100000000
CHEMBL571001,COc1nc(NN)c(C#N)c(-c2ccccc2)c1C#N,265.28,100000000
CHEMBL4100703,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc(C(N)=O)cc4)cc3c21,411.44,100000000
CHEMBL4078073,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccccc4)cc3c21,368.42,100000000
CHEMBL3786536,Cc1cnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cn1,337.38,100000000
CHEMBL3609657,O=C(Nc1cnccn1)Nc1cccc2c1[C@@H]1C[C@H](O)CCN1C2=O,339.36,100000000
CHEMBL3589657,Cc1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,276.3,100000000
CHEMBL4070354,O=C(Nc1ccc(O)cc1)c1c[nH]c2ncc(-c3ccc(O)cc3)cc12,345.36,100000000
CHEMBL4073972,Oc1ccc(-c2ccc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,301.35,100000000
CHEMBL4475097,COc1cc(Br)cc2[nH]cc(-c3cnc(-c4ccc(Br)[nH]4)o3)c12,437.09,100000000
CHEMBL4276946,CC(=O)n1nc(C)c(-c2ccc(Cl)c(Cl)c2)c1N,284.15,100000000
CHEMBL3338890,COc1ccc(Nc2cc(-c3ccccc3)n[nH]c2=O)cc1,293.33,100000000
CHEMBL2180856,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1ncc(F)cc1F,358.35,100000000
CHEMBL4062803,Cc1n[nH]c2cc(Nc3nc(NC4CC4)c4occc4n3)ccc12,320.36,100000000
CHEMBL3609672,Cn1ccc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)n1,415.54,100000000
CHEMBL3787033,Cc1cncc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,337.38,100000000
CHEMBL3338892,COc1ccc(Nc2cc(-c3ccco3)n[nH]c2=O)cc1,283.29,100000000
CHEMBL3974565,COc1ccc(-c2ccc3nc(-c4ccc(O)c(C(N)=O)c4)cn3c2)cc1,359.39,100000000
CHEMBL3903725,Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,450.38,100000000
CHEMBL1396306,COc1cc2ncnc(N(C)Cc3cccs3)c2cc1-c1ccc2c(c1)OCO2,405.48,100000000
CHEMBL4092345,Nc1ccc(-c2c[nH]c3ncc(-c4ccc(O)cc4)cc23)cc1,301.35,100000000
CHEMBL3785573,O=C(Nc1cccc(CN2CCOCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,421.5,100000000
CHEMBL3338885,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccccc4)c3c2c1,291.31,100000000
CHEMBL3785804,COCc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,366.42,100000000
CHEMBL1609579,c1cncc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,318.41,100000000
CHEMBL1604618,Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1,335.36,100000000
CHEMBL3609566,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4ccccn4)c3[C@@H]2C1,352.39,100000000
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,457.49,100000000
CHEMBL4548361,COc1cc(Br)cc2[nH]c(I)c(-c3cnc(-c4ccc[nH]4)o3)c12,484.09,100000000
CHEMBL3289596,O=C1Cc2c([nH]c3c(/C=C/C(=O)c4ccccc4)cccc23)-c2cccnc2N1,379.42,100000000
CHEMBL3912662,NC(=O)c1cc(-c2cn3cc(-c4ccc([N+](=O)[O-])cc4)ccc3n2)ccc1O,374.36,100000000
CHEMBL3903644,NC(=O)c1cc(-c2cn3cc(N)ccc3n2)ccc1O,268.28,100000000
